21:15120375-15201031	.15120088-15201055.vcf.VMV1
21:15189652-15232419	.15189572-15232512.vcf.VMV1
21:15230906-15281064	.15230902-15281074.vcf.VMV1
21:15277573-15345879	.15277567-15345966.vcf.VMV1
21:15344346-15452723	.15343890-15843525.m10.1_15344346-15452749.VMV1
21:15452853-15587441	.15343890-15843525.m10.2_15452749-15587446.VMV1
21:15587497-15843475	.15343890-15843525.m10.3_15587446-15843475.VMV1
21:15841617-15865469	.15841592-15865693.vcf.VMV1
21:15863188-15951475	.15863112-15951560.vcf.VMV1
21:15950358-16137182	.15950357-16137202.vcf.VMV1
21:16135376-16141213	.16135339-16141241.vcf.VMV1
21:16139933-16217564	.16139826-16217581.vcf.VMV1
21:16215268-16456718	.16215249-16456796.vcf.VMV1
21:16454961-16696930	.16454942-16696965.vcf.VMV1
21:16695506-16843836	.16695506-16843890.vcf.VMV1
21:16841631-16869920	.16841631-16869928.vcf.VMV1
21:16869474-17013456	.16869397-17013500.vcf.VMV1
21:17011965-17311708	.17011921-17311758.vcf.VMV1
21:17307475-17657592	.17307466-17657670.vcf.VMV1
21:17652857-17672434	.17652715-17672435.vcf.VMV1
21:17670333-17727594	.17670329-17727762.vcf.VMV1
21:17675934-17743101	.17675927-17743143.vcf.VMV1
21:17739136-17752885	.17739092-17752977.vcf.VMV1
21:17751877-17930493	.17751870-17930506.vcf.VMV1
21:17828560-17981992	.17828487-17982009.vcf.VMV1
21:17958475-18003257	.17958397-18003261.vcf.VMV1
21:18002323-18052527	.18002229-18052737.vcf.VMV1
21:18050267-18222326	.18050254-18222401.vcf.VMV1
21:18221482-18461180	.18221464-18461198.vcf.VMV1
21:18460215-18637935	.18460197-18830546.m56.1_18460215-18637966.VMV1
21:18637982-18830541	.18460197-18830546.m56.2_18637966-18830541.VMV1
21:18822403-18847947	.18822395-18848071.vcf.VMV1
21:18846324-18952225	.18846308-18952248.vcf.VMV1
21:18951133-19040154	.18951114-19040213.vcf.VMV1
21:19039439-19105345	.19039326-19105362.vcf.VMV1
21:19103944-19140472	.19103865-19140499.vcf.VMV1
21:19138101-19153629	.19137944-19153642.vcf.VMV1
21:19147131-19481167	.19147075-19481184.vcf.VMV1
21:19479888-19567452	.19479809-19567454.vcf.VMV1
21:19566024-19688855	.19566012-19688898.vcf.VMV1
21:19686778-19724957	.19686768-19725103.vcf.VMV1
21:19722575-19931111	.19722573-19931119.vcf.VMV1
21:19930184-20199437	.19930178-20199493.vcf.VMV1
21:20198758-20408671	.20198725-20408694.vcf.VMV1
21:20407668-20705281	.20407659-20705506.vcf.VMV1
21:20702876-20962397	.20702675-20962431.vcf.VMV1
21:20961356-21024816	.20961333-21024830.vcf.VMV1
21:21023831-21387644	.21023802-21643856.m90.1_21023831-21387713.VMV1
21:21387745-21643854	.21023802-21643856.m90.1_21387713-21643854.VMV1
21:21642324-21775884	.21642251-21775925.vcf.VMV1
21:21775016-21800805	.21774900-21800855.vcf.VMV1
21:21797167-21806150	.21797121-21806197.vcf.VMV1
21:21805089-21817381	.21804991-21817395.vcf.VMV1
21:21815968-21993743	.21815958-21993789.vcf.VMV1
21:21992689-22074902	.21992555-22074904.vcf.VMV1
21:22072764-22186063	.22072692-22186180.vcf.VMV1
21:22184697-22201766	.22184657-22201776.vcf.VMV1
21:22198254-22372352	.22198214-22372404.vcf.VMV1
21:22371858-22486574	.22371760-22486738.vcf.VMV1
21:22485153-22529691	.22485071-22529713.vcf.VMV1
21:22526038-22883919	.22525987-22883929.vcf.VMV1
21:22883287-23110163	.22883282-23110176.vcf.VMV1
21:23109831-23276817	.23109719-23276854.vcf.VMV1
21:23271520-23324072	.23271387-23324203.vcf.VMV1
21:23322133-23363879	.23322123-23363895.vcf.VMV1
21:23363265-23650356	.23363257-24056739.m124.1_23363265-23650499.VMV1
21:23650638-23940050	.23363257-24056739.m124.1_23650638-23940050.VMV1
21:23843356-24056690	.23363257-24056739.m124.1_23843356-24056690.VMV1
21:24050884-24437642	.24050745-25092619.m126.1_24050884-24437769.VMV1
21:24437781-24488739	.24050745-25092619.m126.2_24437769-24488831.VMV1
21:24488841-24629094	.24050745-25092619.m126.3_24488831-24629110.VMV1
21:24629111-24695869	.24050745-25092619.m126.4_24629110-24696050.VMV1
21:24696133-24809907	.24050745-25092619.m126.5_24696050-24810018.VMV1
21:24810131-25092592	.24050745-25092619.m126.5_24810018-25092592.VMV1
21:25088647-25247908	.25088618-25247925.vcf.VMV1
21:25246871-25506362	.25246845-25506405.vcf.VMV1
21:25505261-25586868	.25505246-25902195.m132.1_25505261-25586897.VMV1
21:25586994-25902054	.25505246-25902195.m132.2_25586897-25902054.VMV1
21:25901024-25964684	.25901013-25964761.vcf.VMV1
21:25963680-26090244	.25963542-26090291.vcf.VMV1
21:26089816-26474822	.26089616-26474905.vcf.VMV1
21:26469122-26509668	.26469054-26509698.vcf.VMV1
21:26508599-26848594	.26508517-27779804.m142.1_26508599-26848594.VMV1
21:26728066-27192262	.26508517-27779804.m142.1_26728066-27192262.VMV1
21:27093287-27270338	.26508517-27779804.m142.1_27093287-27270338.VMV1
21:27270395-27372010	.26508517-27779804.m142.2_27270348-27372210.VMV1
21:27372294-27779763	.26508517-27779804.m142.3_27372210-27779763.VMV1
21:27777846-27796195	.27777834-27796247.vcf.VMV1
21:27794653-27812316	.27794578-27812326.vcf.VMV1
21:27810931-27847264	.27810902-27847297.vcf.VMV1
21:27845075-27879163	.27845073-27879205.vcf.VMV1
21:27877509-28096218	.27877445-28096231.vcf.VMV1
21:28095124-28210737	.28094982-28210755.vcf.VMV1
21:28207558-28219704	.28207507-28219737.vcf.VMV1
21:28218457-28391617	.28218419-28391663.vcf.VMV1
21:28389867-28565135	.28389780-28565160.vcf.VMV1
21:28563935-28622058	.28563886-28622065.vcf.VMV1
21:28616192-28632360	.28616091-28632376.vcf.VMV1
21:28631338-28713216	.28631287-28713218.vcf.VMV1
21:28711851-28929267	.28711834-29126457.m168.1_28711851-28929295.VMV1
21:28929393-29126375	.28711834-29126457.m168.1_28929295-29126375.VMV1
21:29125293-29290618	.29125254-29290683.vcf.VMV1
21:29285222-29448496	.29285191-29448614.vcf.VMV1
21:29447893-29517717	.29447854-30957942.m174.1_29447893-29517937.VMV1
21:29517967-29802519	.29447854-30957942.m174.2_29517937-29802529.VMV1
21:29802693-29961237	.29447854-30957942.m174.4_29802529-29961326.VMV1
21:29961332-29991094	.29447854-30957942.m174.5_29961326-29991127.VMV1
21:29991162-30288590	.29447854-30957942.m174.6_29991162-30288590.VMV1
21:30186925-30650487	.29447854-30957942.m174.6_30186925-30650487.VMV1
21:30531994-30859951	.29447854-30957942.m174.6_30531994-30859951.VMV1
21:30860013-30957912	.29447854-30957942.m174.6_30860008-30957912.VMV1
21:30952090-31197319	.30952030-31492224.m176.1_30952090-31197368.VMV1
21:31197378-31492177	.30952030-31492224.m176.2_31197368-31492177.VMV1
21:31490306-31551658	.31490133-31551690.vcf.VMV1
21:31548920-31754720	.31548920-31754907.vcf.VMV1
21:31753671-32075780	.31753646-32209079.m182_31753671-32075780.VMV1
21:31961298-32209070	.31753646-32209079.m182_31961298-32209070.VMV1
21:32206171-32217553	.32206089-32217575.vcf.VMV1
21:32215263-32290980	.32215181-32290984.vcf.VMV1
21:32288235-32456879	.32288172-32772332.m188.1_32288235-32456883.VMV1
21:32456997-32772275	.32288172-32772332.m188.2_32456883-32772275.VMV1
21:32766359-32812051	.32766356-32812166.vcf.VMV1
21:32810441-33230466	.32810390-33278625.m192.1_32810441-33230531.VMV1
21:33230533-33278532	.32810390-33278625.m192.1_33230531-33278532.VMV1
21:33273805-33327120	.33273784-33327250.vcf.VMV1
21:33326480-33421860	.33326389-33421948.vcf.VMV1
21:33421373-33529840	.33421326-33529951.vcf.VMV1
21:33529172-33670363	.33529135-34377518.m200.1_33529172-33670475.VMV1
21:33670510-33774191	.33529135-34377518.m200.2_33670475-33774283.VMV1
21:33774337-34103723	.33529135-34377518.m200.3_33774337-34103723.VMV1
21:33976613-34337511	.33529135-34377518.m200.3_33976613-34337511.VMV1
21:34337913-34377500	.33529135-34377518.m200.3_34337854-34377500.VMV1
21:34376326-34512691	.34376235-34512816.vcf.VMV1
21:34510419-34639795	.34510349-34639823.vcf.VMV1
21:34636555-34651810	.34636548-34651855.vcf.VMV1
21:34650468-34743363	.34650366-35223896.m208.1_34650468-34743428.VMV1
21:34743582-35104111	.34650366-35223896.m208.1_34743582-35104111.VMV1
21:34982913-35223849	.34650366-35223896.m208.1_34982913-35223849.VMV1
21:35220688-35426313	.35220665-35426362.vcf.VMV1
21:35425608-35725238	.35425553-35725268.vcf.VMV1
21:35723985-35823783	.35723855-35823888.vcf.VMV1
21:35822758-36127208	.35822665-36127269.vcf.VMV1
21:36125467-36228021	.36125381-36228052.vcf.VMV1
21:36224712-36245199	.36224639-36245217.vcf.VMV1
21:36240334-36282986	.36240223-36283018.vcf.VMV1
21:36279388-36340555	.36279327-36340606.vcf.VMV1
21:36338708-36417554	.36338661-36417621.vcf.VMV1
21:36415786-36525108	.36415709-36525143.vcf.VMV1
21:36524140-36887211	.36524022-36887468.vcf.VMV1
21:36884830-37187222	.36884526-37308548.m232_36884830-37187222.VMV1
21:37075542-37308463	.36884526-37308548.m232_37075542-37308463.VMV1
21:37306830-37682210	.37306729-37682252.vcf.VMV1
