20:10045986-10135474	.10045979-10135532.vcf.VMV1
20:10133707-10156687	.10133671-10156899.vcf.VMV1
20:10153487-10284142	.10153410-10284184.vcf.VMV1
20:1021866-1167566	.1021862-1167593.vcf.VMV1
20:10280505-10314934	.10280472-10314954.vcf.VMV1
20:10314013-10456407	.10313800-10456431.vcf.VMV1
20:10454634-10634466	.10454620-11016834.m156.1_10454634-10634466.VMV1
20:10634466-11016756	.10454620-11016834.m156.2_10634466-11016756.VMV1
20:11014359-11063831	.11014137-11063857.vcf.VMV1
20:11060925-11093912	.11060887-11093926.vcf.VMV1
20:11092292-11142541	.11092267-11142563.vcf.VMV1
20:11139714-11253563	.11139713-11253598.vcf.VMV1
20:11243291-11574219	.11243178-12012582.m166.1_11243291-11574219.VMV1
20:11459828-11787025	.11243178-12012582.m166.1_11459828-11787025.VMV1
20:11787084-12012562	.11243178-12012582.m166.2_11787054-12012562.VMV1
20:1161913-1262650	.1161741-1262660.vcf.VMV1
20:12011102-12355238	.12011055-12355354.vcf.VMV1
20:12352997-12633836	.12352932-12633876.vcf.VMV1
20:1260961-1386053	.1260860-1795601.m34.1_1260961-1386059.VMV1
20:1386065-1795511	.1260860-1795601.m34.2_1386059-1795511.VMV1
20:12633406-12638910	.12633400-12638962.vcf.VMV1
20:12637874-12721693	.12637835-12721788.vcf.VMV1
20:12720224-12827770	.12720195-12827796.vcf.VMV1
20:12826552-13073514	.12826312-13073529.vcf.VMV1
20:13072443-13205356	.13072356-13205380.vcf.VMV1
20:13204512-13251629	.13204409-13251710.vcf.VMV1
20:13249421-13291766	.13249410-13291777.vcf.VMV1
20:13290305-13690201	.13290268-13690250.vcf.VMV1
20:13688216-14046252	.13688033-15148307.m188.1_13688216-14046252.VMV1
20:13922541-14424233	.13688033-15148307.m188.1_13922541-14424233.VMV1
20:14303779-14510026	.13688033-15148307.m188.1_14303779-14510026.VMV1
20:14510045-14928972	.13688033-15148307.m188.2_14510042-14929081.VMV1
20:14929181-15148289	.13688033-15148307.m188.3_14929081-15148289.VMV1
20:15147874-15379106	.15147690-15379117.vcf.VMV1
20:15367782-15434838	.15367669-15434980.vcf.VMV1
20:15434537-15544066	.15434477-15544194.vcf.VMV1
20:15543992-15567918	.15543716-15567957.vcf.VMV1
20:15561343-15654712	.15561342-15654721.vcf.VMV1
20:15653971-15661085	.15653892-15661094.vcf.VMV1
20:15657998-15691125	.15657996-15691152.vcf.VMV1
20:15688672-16058923	.15688589-16058957.vcf.VMV1
20:16058020-16195507	.16057958-16664167.m206.1_16058020-16195582.VMV1
20:16195628-16502221	.16057958-16664167.m206.3_16195628-16502221.VMV1
20:16404421-16659224	.16057958-16664167.m206.3_16404421-16659224.VMV1
20:16659289-16664081	.16057958-16664167.m206.3_16659239-16664081.VMV1
20:16662934-16726200	.16662907-16726266.vcf.VMV1
20:16724208-16731706	.16724178-16731706.vcf.VMV1
20:16730472-16858438	.16730472-16858499.vcf.VMV1
20:16857805-17207608	.16857737-17487406.m214.1_16857805-17207644.VMV1
20:17207716-17487404	.16857737-17487406.m214.2_17207644-17487404.VMV1
20:17486788-17541830	.17486786-17541928.vcf.VMV1
20:17539816-17908137	.17539796-17908165.vcf.VMV1
20:17905864-18058010	.17905796-18058030.vcf.VMV1
20:1793927-1879366	.1793662-1879371.vcf.VMV1
20:18057177-18209399	.18057076-18901312.m222.1_18057177-18209434.VMV1
20:18209491-18538372	.18057076-18901312.m222.2_18209491-18538372.VMV1
20:18428433-18794714	.18057076-18901312.m222.2_18428433-18794714.VMV1
20:18794754-18901303	.18057076-18901312.m222.2_18794734-18901303.VMV1
20:1876914-1909906	.1876844-1909913.vcf.VMV1
20:18897851-18962307	.18897638-18962307.vcf.VMV1
20:18961611-18972750	.18961505-18972778.vcf.VMV1
20:18966917-19106508	.18966912-19455271.m228.1_18966917-19106539.VMV1
20:19106612-19455203	.18966912-19455271.m228.1_19106539-19455203.VMV1
20:1906735-1918309	.1906558-1918360.vcf.VMV1
20:1916260-2246731	.1916234-2246741.vcf.VMV1
20:19453397-19616456	.19453390-19616498.vcf.VMV1
20:19615264-19713444	.19615097-19713554.vcf.VMV1
20:19711012-19847932	.19710966-19847979.vcf.VMV1
20:19846767-19878036	.19846734-19878077.vcf.VMV1
20:19877111-19886092	.19876993-19886164.vcf.VMV1
20:19884551-19922906	.19884435-19922908.vcf.VMV1
20:19916778-19985946	.19916748-19985958.vcf.VMV1
20:19984273-20382915	.19984246-20382998.vcf.VMV1
20:20380400-20416980	.20380319-20417014.vcf.VMV1
20:20412299-20814312	.20412295-20814336.vcf.VMV1
20:20813712-21009432	.20813678-22425567.m250.1_20813712-21009518.VMV1
20:21009529-21379245	.20813678-22425567.m250.2_21009529-21379245.VMV1
20:21237133-21688026	.20813678-22425567.m250.2_21237133-21688026.VMV1
20:21689022-21757172	.20813678-22425567.m250.3_21688873-21757212.VMV1
20:21757288-22070663	.20813678-22425567.m250.3_21757288-22070663.VMV1
20:21971088-22368047	.20813678-22425567.m250.3_21971088-22368047.VMV1
20:22273958-22425386	.20813678-22425567.m250.3_22273958-22425386.VMV1
20:22424708-22492946	.22424444-22492974.vcf.VMV1
20:2243566-2317233	.2243516-2317306.vcf.VMV1
20:22486585-22741040	.22486474-22741111.vcf.VMV1
20:22739884-22780715	.22739855-22780755.vcf.VMV1
20:24060292-24297655	.22779688-24452513.m258.10_24060275-24297807.VMV1
20:24297842-24452407	.22779688-24452513.m258.10_24297807-24452407.VMV1
20:22779729-22966767	.22779688-24452513.m258.1_22779729-22966872.VMV1
20:22966885-23026945	.22779688-24452513.m258.2_22966872-23026954.VMV1
20:23026987-23147727	.22779688-24452513.m258.3_23026954-23147786.VMV1
20:23147827-23231352	.22779688-24452513.m258.4_23147786-23231371.VMV1
20:23231391-23272735	.22779688-24452513.m258.5_23231371-23272751.VMV1
20:23272770-23568790	.22779688-24452513.m258.6_23272751-23568840.VMV1
20:23568853-23795165	.22779688-24452513.m258.7_23568853-23795165.VMV1
20:23732054-23863310	.22779688-24452513.m258.7_23732054-23863310.VMV1
20:23863413-23967411	.22779688-24452513.m258.8_23863319-23967461.VMV1
20:23967511-24060246	.22779688-24452513.m258.9_23967461-24060275.VMV1
20:2307742-2500689	.2307720-2500692.vcf.VMV1
20:24450956-24486919	.24450923-24486951.vcf.VMV1
20:24485339-24717794	.24485199-24717830.vcf.VMV1
20:24717404-25025971	.24717391-30578537.m264.1_24717404-25026018.VMV1
20:25026022-25322834	.24717391-30578537.m264.2_25026022-25322834.VMV1
20:25227505-25665755	.24717391-30578537.m264.2_25227505-25665755.VMV1
20:25534818-26189850	.24717391-30578537.m264.2_25534818-26189850.VMV1
20:25975559-26319493	.24717391-30578537.m264.2_25975559-26319493.VMV1
20:29419723-29857226	.24717391-30578537.m264.3_29419723-29857226.VMV1
20:29648938-30182139	.24717391-30578537.m264.3_29648938-30182139.VMV1
20:30062640-30518568	.24717391-30578537.m264.3_30062640-30518568.VMV1
20:30518643-30578467	.24717391-30578537.m264.3_30518642-30578467.VMV1
20:2499345-2668821	.2499330-2668884.vcf.VMV1
20:2665936-3046470	.2665910-3046477.vcf.VMV1
20:299288-329769	.299257-329805.vcf.VMV1
20:3045797-3077417	.3045765-3077656.vcf.VMV1
20:30576991-30970070	.30576974-31615340.m266.1_30576991-30970070.VMV1
20:30833345-31192047	.30576974-31615340.m266.1_30833345-31192047.VMV1
20:31192237-31615242	.30576974-31615340.m266.1_31192150-31615242.VMV1
20:3071796-3083838	.3071796-3083872.vcf.VMV1
20:3081628-3399135	.3081618-3740498.m56.1_3081628-3399135.VMV1
20:3289121-3659709	.3081618-3740498.m56.1_3289121-3659709.VMV1
20:3659861-3740475	.3081618-3740498.m56.1_3659764-3740475.VMV1
20:31614661-31697794	.31614613-36069583.m268.1_31614661-31697970.VMV1
20:31698084-31893335	.31614613-36069583.m268.2_31697970-31893416.VMV1
20:31893425-32266949	.31614613-36069583.m268.3_31893425-32266949.VMV1
20:32139266-32481242	.31614613-36069583.m268.3_32139266-32481242.VMV1
20:32481493-32880637	.31614613-36069583.m268.5_32481493-32880637.VMV1
20:32740335-33285354	.31614613-36069583.m268.5_32740335-33285354.VMV1
20:33149233-33692261	.31614613-36069583.m268.5_33149233-33692261.VMV1
20:33573500-33886279	.31614613-36069583.m268.5_33573500-33886279.VMV1
20:33886346-34265012	.31614613-36069583.m268.6_33886346-34265012.VMV1
20:34138029-34640474	.31614613-36069583.m268.6_34138029-34640474.VMV1
20:34516142-34950604	.31614613-36069583.m268.6_34516142-34950604.VMV1
20:34950796-35056271	.31614613-36069583.m268.7_34950769-35056401.VMV1
20:35056415-35454256	.31614613-36069583.m268.8_35056415-35454256.VMV1
20:35314505-35839800	.31614613-36069583.m268.8_35314505-35839800.VMV1
20:35713036-36016589	.31614613-36069583.m268.8_35713036-36016589.VMV1
20:36016639-36069515	.31614613-36069583.m268.8_36016597-36069515.VMV1
20:328029-348776	.327959-348840.vcf.VMV1
20:347581-549907	.347569-549912.vcf.VMV1
20:36067222-36205758	.36067213-36205834.vcf.VMV1
20:36204688-36557806	.36204499-36742669.m272.1_36204688-36557828.VMV1
20:36557839-36742598	.36204499-36742669.m272.1_36557828-36742598.VMV1
20:36742086-36910369	.36742018-36910484.vcf.VMV1
20:36906967-37014061	.36906842-37014208.vcf.VMV1
20:37011820-37023330	.37011781-37023388.vcf.VMV1
20:37019957-37266777	.37019905-38437676.m280.1_37019957-37266777.VMV1
20:37266777-37516670	.37019905-38437676.m280.2_37266777-37516690.VMV1
20:37516864-37876772	.37019905-38437676.m280.3_37516690-37876828.VMV1
20:37876850-38221960	.37019905-38437676.m280.3_37876850-38221960.VMV1
20:38106017-38437567	.37019905-38437676.m280.3_38106017-38437567.VMV1
20:3737868-3830609	.3737825-3830633.vcf.VMV1
20:3828780-4114553	.3828593-4114705.vcf.VMV1
20:38435064-38659205	.38433299-38659256.vcf.VMV1
20:38656885-38870150	.38656867-38870186.vcf.VMV1
20:38868499-39132271	.38868248-39132302.vcf.VMV1
20:39130333-39442558	.39130307-39442558.vcf.VMV1
20:39440717-39457582	.39440694-39457666.vcf.VMV1
20:39456420-39611538	.39456419-40587048.m292.1_39456420-39611562.VMV1
20:39611589-39981570	.39456419-40587048.m292.2_39611589-39981570.VMV1
20:39860368-40270607	.39456419-40587048.m292.2_39860368-40270607.VMV1
20:40270826-40587035	.39456419-40587048.m292.3_40270753-40587035.VMV1
20:40585403-40941198	.40585309-40941229.vcf.VMV1
20:40939882-40993707	.40939811-40993739.vcf.VMV1
20:40991483-41026466	.40991433-41026470.vcf.VMV1
20:41025813-41354102	.41025742-41354128.vcf.VMV1
20:4114321-4353912	.4114239-4353919.vcf.VMV1
20:41353521-41361113	.41353505-41361194.vcf.VMV1
20:41358472-41381621	.41358462-41381699.vcf.VMV1
20:41372159-41483591	.41371936-41483671.vcf.VMV1
20:41478914-41610424	.41478912-41610431.vcf.VMV1
20:41587619-41718700	.41587595-42192339.m310.1_41587619-41718802.VMV1
20:41718956-41843661	.41587595-42192339.m310.2_41718802-41843678.VMV1
20:41843687-42192245	.41587595-42192339.m310.2_41843678-42192245.VMV1
20:42189832-42552496	.42189616-42552591.vcf.VMV1
20:42552396-42624337	.42552345-42624429.vcf.VMV1
20:42622812-42680754	.42622803-42680782.vcf.VMV1
20:42680068-43067765	.42679972-43067876.vcf.VMV1
20:43059069-43264691	.43059067-43264697.vcf.VMV1
20:43262512-43346875	.43262217-43347008.vcf.VMV1
20:43341963-43391186	.43341934-43391220.vcf.VMV1
20:43388055-43592486	.43387910-43592715.vcf.VMV1
20:4353206-4444161	.4353179-4444170.vcf.VMV1
20:43590309-43947703	.43589971-44079584.m328.1_43590309-43947741.VMV1
20:43947874-44079566	.43589971-44079584.m328.2_43947741-44079566.VMV1
20:44076549-44383388	.44076522-44840772.m330.1_44076549-44383388.VMV1
20:44282683-44672681	.44076522-44840772.m330.1_44282683-44672681.VMV1
20:44673052-44840616	.44076522-44840772.m330.1_44672710-44840616.VMV1
20:4443949-4464493	.4443897-4464613.vcf.VMV1
20:4462911-4596259	.4462856-4596274.vcf.VMV1
20:44838112-44936194	.44838049-44936197.vcf.VMV1
20:44930794-44962954	.44930772-44962955.vcf.VMV1
20:44952607-45209870	.44952566-45209971.vcf.VMV1
20:45207534-45217008	.45207532-45217009.vcf.VMV1
20:45214231-45261358	.45214227-45261464.vcf.VMV1
20:45259145-45611365	.45259135-45611375.vcf.VMV1
20:45609533-45672573	.45609525-45672648.vcf.VMV1
20:45669300-45932973	.45669272-45932990.vcf.VMV1
20:45931471-45998759	.45931449-45998884.vcf.VMV1
20:4594816-4655526	.4594778-4655530.vcf.VMV1
20:45997289-46082671	.45997284-46082779.vcf.VMV1
20:46080189-46384437	.46080176-46384465.vcf.VMV1
20:46381904-46578365	.46381855-46578411.vcf.VMV1
