13:100522495-100575544	.100522414-100575546.vcf.VMV1
13:100574095-100635377	.100573986-100635491.vcf.VMV1
13:100629659-100643553	.100629527-100643553.vcf.VMV1
13:100640915-101061075	.100640716-101261702.m472.1_100640915-101061078.VMV1
13:101061162-101261582	.100640716-101261702.m472.1_101061078-101261582.VMV1
13:101260859-101385592	.101260659-101385858.vcf.VMV1
13:101378953-101393736	.101378812-101393737.vcf.VMV1
13:101392541-101522613	.101392506-101522613.vcf.VMV1
13:101521382-101572563	.101521368-101572615.vcf.VMV1
13:101571728-101673424	.101571715-101673434.vcf.VMV1
13:101671887-101689923	.101671772-101689951.vcf.VMV1
13:101688321-101759131	.101688307-101759142.vcf.VMV1
13:101755272-101962411	.101755235-102301468.m488.1_101755272-101962430.VMV1
13:101962466-102301284	.101755235-102301468.m488.1_101962430-102301284.VMV1
13:102299846-102309536	.102299757-102309637.vcf.VMV1
13:102307616-102538018	.102307561-102538093.vcf.VMV1
13:102537686-102735427	.102537573-103056955.m494.1_102537686-102735464.VMV1
13:102735555-103056860	.102537573-103056955.m494.2_102735464-103056860.VMV1
13:103053136-103341828	.103053088-103341859.vcf.VMV1
13:103341041-103687787	.103340867-103687790.vcf.VMV1
13:103686026-103829560	.103685991-103829598.vcf.VMV1
13:103828361-103999061	.103828256-103999252.vcf.VMV1
13:103997076-104039434	.103997002-104039451.vcf.VMV1
13:104038630-104067820	.104038548-104067889.vcf.VMV1
13:104066574-104382701	.104066489-104382881.vcf.VMV1
13:104381246-104526148	.104381058-104526208.vcf.VMV1
13:104523866-104561545	.104523865-104561674.vcf.VMV1
13:104560848-104585305	.104560756-104585335.vcf.VMV1
13:104584338-104757270	.104584246-104757284.vcf.VMV1
13:104756146-105009017	.104756144-105009329.vcf.VMV1
13:105008898-105279786	.105008875-105279865.vcf.VMV1
13:105278756-105345989	.105278747-105346015.vcf.VMV1
13:105343360-105478644	.105343302-105478650.vcf.VMV1
13:105476676-105511634	.105476576-105511791.vcf.VMV1
13:105508456-105602404	.105508454-105602462.vcf.VMV1
13:105599607-105641174	.105599454-105641185.vcf.VMV1
13:105638962-105667648	.105638940-105667793.vcf.VMV1
13:105665669-105991760	.105665623-105991849.vcf.VMV1
13:105991595-106066460	.105991482-106066516.vcf.VMV1
13:106064971-106100438	.106064916-106100514.vcf.VMV1
13:106098382-106155787	.106098319-106155954.vcf.VMV1
13:106154872-106249275	.106154802-106249284.vcf.VMV1
