15:100047739-100080644	.100047563-100080786.vcf.VMV1
15:100079263-100290545	.100079084-100290545.vcf.VMV1
15:100289983-100436947	.100289940-100718716.m624.1_100289983-100436959.VMV1
15:100436960-100718565	.100289940-100718716.m624.2_100436959-100718565.VMV1
15:100699848-100747143	.100699800-100747172.vcf.VMV1
15:100745196-100871966	.100745174-101414412.m628.1_100745196-100872043.VMV1
15:100872122-101084468	.100745174-101414412.m628.2_100872043-101084583.VMV1
15:101084846-101414397	.100745174-101414412.m628.3_101084583-101414397.VMV1
15:101403049-101553405	.101402995-101553424.vcf.VMV1
15:101552788-101642420	.101552772-101642440.vcf.VMV1
15:101641593-101696380	.101641548-101696441.vcf.VMV1
15:101690526-101920840	.101690523-101921047.vcf.VMV1
15:101917144-101926123	.101917099-101926140.vcf.VMV1
15:101924940-101935607	.101924889-101935623.vcf.VMV1
15:101934333-101946957	.101934310-101946958.vcf.VMV1
15:101943318-101970187	.101943289-101970199.vcf.VMV1
15:101969052-102073917	.101968936-102073988.vcf.VMV1
15:102072772-102104123	.102072754-102104228.vcf.VMV1
15:102102842-102521057	.102102804-.vcf.VMV1
15:22528772-22749649	.22528762-22749708.vcf.VMV1
15:22595595-22772991	.22594827-22772999.vcf.VMV1
15:22771861-22799908	.22771822-22799926.vcf.VMV1
15:22798395-22884546	.22798309-22884549.vcf.VMV1
15:22882058-22915524	.22882027-22915539.vcf.VMV1
15:22915166-23042585	.22915144-23042676.vcf.VMV1
15:23037874-23629863	.23037813-23629911.vcf.VMV1
15:23261411-23646592	.23261138-23646685.vcf.VMV1
15:23641986-23754179	.23641835-23754198.vcf.VMV1
15:23753239-23876244	.23753216-23876261.vcf.VMV1
15:23873995-23924609	.23873927-23924615.vcf.VMV1
15:23923953-23971444	.23923953-23971672.vcf.VMV1
15:23954677-24044446	.23954628-24044483.vcf.VMV1
15:24039719-24097531	.24039644-24097650.vcf.VMV1
15:24095690-24196104	.24095660-24196218.vcf.VMV1
15:24194382-24427331	.24194187-25036545.m32_24194382-24427331.VMV1
15:24355602-24637029	.24194187-25036545.m32_24355602-24637029.VMV1
15:24573087-24850293	.24194187-25036545.m32_24573087-24850293.VMV1
15:24784128-25036529	.24194187-25036545.m32_24784128-25036529.VMV1
15:25034300-25109614	.25034257-25109636.vcf.VMV1
15:25107597-25176783	.25107597-25176795.vcf.VMV1
15:25172377-25384012	.25172285-25384114.vcf.VMV1
15:25383252-25751416	.25383190-25801530.m40.1_25383252-25751527.VMV1
15:25751539-25801229	.25383190-25801530.m40.1_25751527-25801229.VMV1
15:25800021-25916998	.25800012-25917012.vcf.VMV1
15:25910972-26044875	.25910884-26044913.vcf.VMV1
15:26044104-26129847	.26044087-26129981.vcf.VMV1
15:26129463-26187113	.26129463-26187140.vcf.VMV1
15:26185968-26425441	.26185833-26425595.vcf.VMV1
15:26423063-26484104	.26422987-26484153.vcf.VMV1
15:26482400-26541002	.26482301-26541082.vcf.VMV1
