19:10029466-10215810	.10029350-10215886.vcf.VMV1
19:10211024-10380702	.10210996-11284392.m184.1_10211024-10380751.VMV1
19:10380769-10626110	.10210996-11284392.m184.2_10380751-10626164.VMV1
19:10626197-10936852	.10210996-11284392.m184.3_10626197-10936852.VMV1
19:10833355-11185415	.10210996-11284392.m184.3_10833355-11185415.VMV1
19:11185483-11284392	.10210996-11284392.m184.4_11185466-11284392.VMV1
19:11282983-11433033	.11282897-11433059.vcf.VMV1
19:11432439-11536575	.11432425-11536612.vcf.VMV1
19:11524654-11680556	.11524583-11680582.vcf.VMV1
19:11679593-11835578	.11679520-12519674.m192.1_11679593-11835599.VMV1
19:11835798-12149943	.11679520-12519674.m192.2_11835798-12149943.VMV1
19:12041216-12474872	.11679520-12519674.m192.2_12041216-12474872.VMV1
19:12474901-12519645	.11679520-12519674.m192.2_12474892-12519645.VMV1
19:1245699-1261645	.1245634-1261691.vcf.VMV1
19:12518028-12651587	.12517969-13281149.m194.1_12518028-12651612.VMV1
19:12651646-13083022	.12517969-13281149.m194.2_12651612-13083041.VMV1
19:13083277-13280998	.12517969-13281149.m194.2_13083041-13280998.VMV1
19:1257278-1288103	.1257267-1288110.vcf.VMV1
19:1285864-1302888	.1285751-1302926.vcf.VMV1
19:1300151-1310497	.1300053-1310517.vcf.VMV1
19:1305026-1320223	.1305004-1320279.vcf.VMV1
19:1317911-1347668	.1317824-1347673.vcf.VMV1
19:13277596-13307917	.13277583-13307937.vcf.VMV1
19:13305959-13523279	.13305893-13523346.vcf.VMV1
19:1344829-1514669	.1344736-1514690.vcf.VMV1
19:13521945-13578758	.13521884-13578797.vcf.VMV1
19:13575426-13714591	.13575370-13714701.vcf.VMV1
19:13712812-13726889	.13712809-13726922.vcf.VMV1
19:13722186-13863632	.13722181-13863769.vcf.VMV1
19:13862343-13877777	.13862259-13877912.vcf.VMV1
19:13876047-13984345	.13876010-13984378.vcf.VMV1
19:13979989-14339923	.13979938-14340020.vcf.VMV1
19:14339139-14487159	.14338982-14487166.vcf.VMV1
19:14485989-14555877	.14485902-14555908.vcf.VMV1
19:14551807-14663683	.14551772-14663698.vcf.VMV1
19:14659428-15013545	.14659424-15013761.vcf.VMV1
19:15013058-15193652	.15013045-15193660.vcf.VMV1
19:1508175-1549870	.1508136-1549896.vcf.VMV1
19:15192609-15233182	.15192596-15233252.vcf.VMV1
19:15231326-15571021	.15231191-15571134.vcf.VMV1
19:1547907-1670717	.1547886-1670739.vcf.VMV1
19:15551961-15677349	.15551908-16176671.m228.1_15551961-15677448.VMV1
19:15677518-15781067	.15551908-16176671.m228.2_15677448-15781094.VMV1
19:15781142-16078086	.15551908-16176671.m228.3_15781094-16078198.VMV1
19:16078337-16176459	.15551908-16176671.m228.3_16078198-16176459.VMV1
19:16175230-16183411	.16174952-16183414.vcf.VMV1
19:16179429-16255239	.16179418-16255275.vcf.VMV1
19:16254082-16375238	.16254081-16375238.vcf.VMV1
19:16374290-16445939	.16374231-16445977.vcf.VMV1
19:16444877-16856186	.16444831-16856239.vcf.VMV1
19:1667378-1716131	.1667358-1716179.vcf.VMV1
19:16854938-17026448	.16854925-17026534.vcf.VMV1
