7:103192782-103398335	.103192776-103398351.vcf.VMV1
7:103396604-103570674	.103396552-105116343.m494.1_103396604-103570719.VMV1
7:103570725-103645203	.103396552-105116343.m494.3_103570719-103645410.VMV1
7:103645684-103939795	.103396552-105116343.m494.4_103645684-103939795.VMV1
7:103850750-104160015	.103396552-105116343.m494.4_103850750-104160015.VMV1
7:104160106-104514551	.103396552-105116343.m494.6_104160044-104514730.VMV1
7:104514856-104881518	.103396552-105116343.m494.6_104514856-104881518.VMV1
7:104766498-105116273	.103396552-105116343.m494.6_104766498-105116273.VMV1
7:105115758-105314326	.105115744-105314448.vcf.VMV1
7:105314173-105429544	.105314170-105429722.vcf.VMV1
7:105427952-105578760	.105427838-105578843.vcf.VMV1
7:105577015-105630054	.105576907-105630074.vcf.VMV1
7:105629993-105658451	.105629838-105658455.vcf.VMV1
7:105656809-105951801	.105656792-105951807.vcf.VMV1
7:105951012-106056213	.105950999-106056240.vcf.VMV1
7:106053901-106261116	.106053900-106261123.vcf.VMV1
7:106260668-106458749	.106260568-106458787.vcf.VMV1
7:106456808-106468450	.106456773-106468459.vcf.VMV1
7:106466599-106642574	.106466596-107309076.m516.1_106466599-106642779.VMV1
7:106642872-107003567	.106466596-107309076.m516.1_106642872-107003567.VMV1
7:106887680-107309056	.106466596-107309076.m516.1_106887680-107309056.VMV1
7:107306822-107433283	.107306813-107433384.vcf.VMV1
7:107429993-107461140	.107429956-107461222.vcf.VMV1
7:107459340-107476874	.107459258-107476891.vcf.VMV1
7:107476507-107607217	.107476440-107607268.vcf.VMV1
7:107604053-107654985	.107603963-107655010.vcf.VMV1
7:107652367-107986395	.107652071-109296717.m528.1_107652367-107986395.VMV1
7:107876224-108331875	.107652071-109296717.m528.1_107876224-108331875.VMV1
7:108222538-108522078	.107652071-109296717.m528.1_108222538-108522078.VMV1
7:108522201-108740698	.107652071-109296717.m528.2_108522200-108740765.VMV1
7:108740866-109095940	.107652071-109296717.m528.3_108740765-109096015.VMV1
7:109096044-109296713	.107652071-109296717.m528.4_109096015-109296713.VMV1
7:109296445-109648212	.109296286-109648240.vcf.VMV1
7:109647374-109820309	.109647368-109820313.vcf.VMV1
7:109817400-109847026	.109817145-109847113.vcf.VMV1
7:109844862-110157434	.109844636-110484660.m536_109844862-110157434.VMV1
7:110053729-110478474	.109844636-110484660.m536_110053729-110478474.VMV1
7:110369070-110484580	.109844636-110484660.m536_110369070-110484580.VMV1
7:110483222-110843515	.110483215-111629195.m538.1_110483222-110843515.VMV1
7:110715748-111199771	.110483215-111629195.m538.1_110715748-111199771.VMV1
7:111078342-111461600	.110483215-111629195.m538.1_111078342-111461600.VMV1
7:111461754-111629111	.110483215-111629195.m538.1_111461629-111629111.VMV1
7:111627737-111786840	.111627681-111786870.vcf.VMV1
7:111785106-112085906	.111785088-112623186.m542.1_111785106-112085919.VMV1
7:112085926-112125286	.111785088-112623186.m542.2_112085919-112125318.VMV1
7:112125342-112484936	.111785088-112623186.m542.2_112125342-112484936.VMV1
7:112355007-112623156	.111785088-112623186.m542.2_112355007-112623156.VMV1
7:11237277-11299654	.11237264-11299762.vcf.VMV1
7:112622615-112725199	.112622597-113341077.m544.1_112622615-112725214.VMV1
7:112725349-113051390	.112622597-113341077.m544.2_112725214-113051509.VMV1
7:113051535-113341045	.112622597-113341077.m544.2_113051509-113341045.VMV1
7:11297930-11548316	.11297889-11548340.vcf.VMV1
7:113338576-113714488	.113338569-113714552.vcf.VMV1
7:113711434-114089597	.113711313-114291243.m548_113711434-114089597.VMV1
7:113965521-114291225	.113711313-114291243.m548_113965521-114291225.VMV1
7:114290667-114657576	.114290615-115515321.m550.1_114290667-114657576.VMV1
7:114531086-114923857	.114290615-115515321.m550.1_114531086-114923857.VMV1
7:114923885-115118534	.114290615-115515321.m550.2_114923882-115118565.VMV1
7:115118580-115515316	.114290615-115515321.m550.3_115118565-115515316.VMV1
7:11547686-11629990	.11547618-11630000.vcf.VMV1
7:115513394-115872081	.115513320-116229180.m552_115513394-115872081.VMV1
7:115748878-116223551	.115513320-116229180.m552_115748878-116223551.VMV1
7:116109178-116228946	.115513320-116229180.m552_116109178-116228946.VMV1
7:116226754-116320070	.116226743-116320165.vcf.VMV1
7:11627920-11677088	.11627883-11677107.vcf.VMV1
7:116318495-116836568	.116318439-116836672.vcf.VMV1
7:11676161-11854988	.11676116-11855045.vcf.VMV1
7:116834551-116932195	.116834517-117451669.m558.1_116834551-116932281.VMV1
7:116932324-117451636	.116834517-117451669.m558.1_116932281-117451636.VMV1
7:117451011-117680045	.117450958-121045991.m560.1_117451011-117680113.VMV1
7:117680120-117715548	.117450958-121045991.m560.2_117680113-117715652.VMV1
7:117715783-118063839	.117450958-121045991.m560.3_117715783-118063839.VMV1
7:117944060-118352830	.117450958-121045991.m560.3_117944060-118352830.VMV1
7:118352838-118692346	.117450958-121045991.m560.4_118352838-118692346.VMV1
7:118574328-119033437	.117450958-121045991.m560.4_118574328-119033437.VMV1
7:118916162-119378336	.117450958-121045991.m560.4_118916162-119378336.VMV1
7:119268003-119567305	.117450958-121045991.m560.4_119268003-119567305.VMV1
7:119567627-119904617	.117450958-121045991.m560.5_119567627-119904617.VMV1
7:119784595-120269497	.117450958-121045991.m560.5_119784595-120269497.VMV1
7:120269506-120372305	.117450958-121045991.m560.6_120269502-120372475.VMV1
7:120372732-120732920	.117450958-121045991.m560.7_120372732-120732920.VMV1
7:120622186-120966943	.117450958-121045991.m560.7_120622186-120966943.VMV1
7:120967025-121045975	.117450958-121045991.m560.7_120967001-121045975.VMV1
7:11853721-12109195	.11853714-12691785.m106.1_11853721-12109195.VMV1
