11:100143112-100419442	.100143110-100419450.vcf.VMV1
11:100415349-100734069	.100415286-100872864.m508_100415349-100734069.VMV1
11:100623758-100872864	.100415286-100872864.m508_100623758-100872864.VMV1
11:100871914-101161326	.100871906-101161438.vcf.VMV1
11:101158665-101471029	.101158591-103493543.m512.1_101158665-101471029.VMV1
11:101371503-101761143	.101158591-103493543.m512.1_101371503-101761143.VMV1
11:101761333-102144013	.101158591-103493543.m512.2_101761198-102144017.VMV1
11:102144033-102331562	.101158591-103493543.m512.3_102144017-102331627.VMV1
11:102331628-102389853	.101158591-103493543.m512.4_102331627-102389862.VMV1
11:102389904-102452336	.101158591-103493543.m512.5_102389862-102452413.VMV1
11:102452544-102628557	.101158591-103493543.m512.6_102452413-102628567.VMV1
11:102628578-102668882	.101158591-103493543.m512.7_102628567-102669046.VMV1
11:102669152-102837875	.101158591-103493543.m512.8_102669046-102837929.VMV1
11:102837949-103187327	.101158591-103493543.m512.8_102837949-103187327.VMV1
11:103077750-103474165	.101158591-103493543.m512.8_103077750-103474165.VMV1
11:103376186-103493370	.101158591-103493543.m512.8_103376186-103493370.VMV1
11:103492409-103835559	.103492341-103835694.vcf.VMV1
11:10371852-10519247	.10371817-10519281.vcf.VMV1
11:103834616-103976293	.103834609-103976620.vcf.VMV1
11:103970240-104275325	.103970240-104874791.m518_103970240-104275325.VMV1
11:104170061-104619939	.103970240-104874791.m518_104170061-104619939.VMV1
11:104506311-104874757	.103970240-104874791.m518_104506311-104874757.VMV1
11:104872930-105066126	.104872826-106255416.m520.1_104872930-105066215.VMV1
11:105066251-105501954	.104872826-106255416.m520.2_105066215-105501955.VMV1
11:105501976-105725287	.104872826-106255416.m520.3_105501955-105725324.VMV1
11:105725343-106107191	.104872826-106255416.m520.3_105725343-106107191.VMV1
11:105999556-106255343	.104872826-106255416.m520.3_105999556-106255343.VMV1
11:10518767-10653432	.10518737-10957033.m92.1_10518767-10653434.VMV1
11:10653442-10957018	.10518737-10957033.m92.2_10653434-10957018.VMV1
11:1059067-1243378	.1059056-1243384.vcf.VMV1
11:106251848-106522819	.106251842-106522887.vcf.VMV1
11:106520095-106635079	.106520062-107053246.m524.1_106520095-106635080.VMV1
11:106635102-107053192	.106520062-107053246.m524.2_106635080-107053192.VMV1
11:107051527-107366879	.107051397-107496103.m526_107051527-107366879.VMV1
11:107257899-107496008	.107051397-107496103.m526_107257899-107496008.VMV1
11:107492038-107844790	.107492009-107845077.vcf.VMV1
11:107843325-108189579	.107843296-108498611.m530.1_107843325-108189579.VMV1
11:108071582-108439577	.107843296-108498611.m530.1_108071582-108439577.VMV1
11:108439695-108498547	.107843296-108498611.m530.1_108439670-108498547.VMV1
11:108498352-108824274	.108498293-109152799.m532.1_108498352-108824455.VMV1
11:108824465-109152791	.108498293-109152799.m532.2_108824455-109152791.VMV1
11:109152073-109178983	.109152070-109179017.vcf.VMV1
11:109173215-109503011	.109173172-109866374.m536_109173215-109503011.VMV1
11:109399054-109851052	.109173172-109866374.m536_109399054-109851052.VMV1
11:109725179-109866277	.109173172-109866374.m536_109725179-109866277.VMV1
11:10953157-11119929	.10953100-11120033.vcf.VMV1
11:109864880-109899907	.109864877-109899930.vcf.VMV1
11:109895962-110221510	.109895902-110221591.vcf.VMV1
11:110219181-110546213	.110219180-110704585.m542.1_110219181-110546213.VMV1
11:110430279-110665292	.110219180-110704585.m542.1_110430279-110665292.VMV1
11:110665351-110704480	.110219180-110704585.m542.1_110665293-110704480.VMV1
11:110703211-110830098	.110703021-110830098.vcf.VMV1
11:110827649-110852986	.110827637-110853014.vcf.VMV1
11:110850820-110945456	.110850559-110945497.vcf.VMV1
11:110943945-111116479	.110943837-111116557.vcf.VMV1
11:111114946-111318266	.111114834-111990045.m552.1_111114946-111318291.VMV1
11:111318301-111699679	.111114834-111990045.m552.1_111318301-111699679.VMV1
11:111564328-111990025	.111114834-111990045.m552.1_111564328-111990025.VMV1
11:11119363-11364766	.11119295-11364794.vcf.VMV1
11:111989293-112219555	.111989259-112459753.m554.1_111989293-112219577.VMV1
11:112219584-112459701	.111989259-112459753.m554.1_112219577-112459701.VMV1
11:112458744-112696756	.112458739-112696808.vcf.VMV1
11:112695977-112758618	.112695921-112758689.vcf.VMV1
11:112750156-113109113	.112750070-113109294.vcf.VMV1
11:113106225-113124567	.113106181-113124575.vcf.VMV1
11:113120494-113143212	.113120445-113143299.vcf.VMV1
11:113142572-113452651	.113142387-113452756.vcf.VMV1
11:113451690-113810048	.113451677-113939605.m568_113451690-113810048.VMV1
11:113693086-113939576	.113451677-113939605.m568_113693086-113939576.VMV1
11:11362280-11477694	.11362260-12079500.m98.1_11362280-11477741.VMV1
11:11477884-11492728	.11362260-12079500.m98.2_11477741-11492756.VMV1
11:11492757-11594213	.11362260-12079500.m98.3_11492756-11594213.VMV1
11:11594213-11634269	.11362260-12079500.m98.4_11594213-11634336.VMV1
11:11634422-11690402	.11362260-12079500.m98.5_11634336-11690421.VMV1
11:11690477-12079444	.11362260-12079500.m98.6_11690421-12079444.VMV1
11:113937469-113961010	.113937395-113961196.vcf.VMV1
11:113959222-114015842	.113959219-114015869.vcf.VMV1
11:114012322-114172563	.114012140-114172571.vcf.VMV1
11:114171094-114260857	.114170856-114260862.vcf.VMV1
11:114259229-114450889	.114259222-114747224.m578.1_114259229-114450918.VMV1
11:114451010-114747203	.114259222-114747224.m578.2_114450918-114747203.VMV1
11:114745563-115000061	.114745533-116005417.m580.1_114745563-115000111.VMV1
11:115000137-115201563	.114745533-116005417.m580.2_115000111-115201566.VMV1
11:115201611-115616471	.114745533-116005417.m580.4_115201566-115616707.VMV1
11:115616712-116005364	.114745533-116005417.m580.5_115616707-116005364.VMV1
11:116004442-116045561	.116004430-116045826.vcf.VMV1
11:116044625-116106324	.116044607-116106362.vcf.VMV1
11:116103959-116255361	.116103950-116255383.vcf.VMV1
11:116254118-116278707	.116254012-116278712.vcf.VMV1
11:116277448-116379681	.116277363-116379785.vcf.VMV1
11:116378239-116384511	.116378217-116384545.vcf.VMV1
11:116383200-116508311	.116383174-117102477.m594.1_116383200-116508314.VMV1
11:116508327-116813553	.116383174-117102477.m594.1_116508327-116813553.VMV1
11:116696201-117102332	.116383174-117102477.m594.1_116696201-117102332.VMV1
11:117101520-117302468	.117101509-117302531.vcf.VMV1
11:117298226-117548773	.117298215-117548792.vcf.VMV1
11:117539591-117749682	.117539569-117749792.vcf.VMV1
11:117747244-118026724	.117747193-118026731.vcf.VMV1
11:118024510-118308174	.118024262-118901214.m604.1_118024510-118308346.VMV1
11:118308379-118751019	.118024262-118901214.m604.2_118308346-118751146.VMV1
11:118751147-118901166	.118024262-118901214.m604.2_118751146-118901166.VMV1
11:118899529-119216362	.118899467-119216391.vcf.VMV1
11:119214636-119357305	.119214531-119699914.m608.1_119214636-119357410.VMV1
11:119357411-119699827	.119214531-119699914.m608.2_119357410-119699827.VMV1
11:119699188-119859034	.119699093-120391937.m610.1_119699188-119859040.VMV1
11:119859216-119879904	.119699093-120391937.m610.2_119859040-119879931.VMV1
11:119879974-119943376	.119699093-120391937.m610.3_119879931-119943380.VMV1
11:119943485-120071960	.119699093-120391937.m610.4_119943380-120071975.VMV1
11:120072071-120391688	.119699093-120391937.m610.5_120071975-120391688.VMV1
11:120390716-120404884	.120390709-120404998.vcf.VMV1
11:120399092-120500084	.120399037-120500107.vcf.VMV1
11:120498485-120537461	.120498411-120537504.vcf.VMV1
11:120532764-120656525	.120532624-120656525.vcf.VMV1
11:120654727-120773972	.120654712-120774127.vcf.VMV1
11:12075399-12123206	.12075327-12123213.vcf.VMV1
11:120770945-121206387	.120770922-121206421.vcf.VMV1
11:121205531-121285932	.121205495-121285993.vcf.VMV1
11:12121006-12141832	.12120975-12141835.vcf.VMV1
11:121280772-121328705	.121280754-121328728.vcf.VMV1
11:121326973-121424544	.121326966-121424701.vcf.VMV1
11:12139126-12148851	.12139089-12148946.vcf.VMV1
11:121421883-121771161	.121421868-121771265.vcf.VMV1
11:12147829-12172565	.12147643-12172706.vcf.VMV1
11:12169820-12413882	.12169799-12413994.vcf.VMV1
11:121769418-121973377	.121769300-121973413.vcf.VMV1
11:121971083-122201633	.121970939-122201704.vcf.VMV1
11:122198358-122594002	.122198352-122594150.vcf.VMV1
11:122590808-122621541	.122590775-122621744.vcf.VMV1
11:122616469-122653801	.122616439-122653819.vcf.VMV1
11:122647614-122779989	.122647506-122779992.vcf.VMV1
11:122776393-122786322	.122776240-122786359.vcf.VMV1
11:122783186-123037624	.122783159-123037771.vcf.VMV1
11:123035036-123152118	.123034986-123152218.vcf.VMV1
11:123151058-123296759	.123151057-123296783.vcf.VMV1
11:123292396-123322506	.123292325-123322558.vcf.VMV1
11:123312461-123341284	.123312403-123341292.vcf.VMV1
11:123339229-123398133	.123339171-123398347.vcf.VMV1
11:123396759-123502761	.123396759-123502791.vcf.VMV1
11:123499800-123512031	.123499796-123512032.vcf.VMV1
11:123507875-123575812	.123507850-123925112.m662.1_123507875-123575832.VMV1
11:123575914-123924944	.123507850-123925112.m662.1_123575832-123924944.VMV1
11:123923964-123989006	.123923944-124498628.m664.1_123923964-123989188.VMV1
11:123989296-124307959	.123923944-124498628.m664.2_123989188-124308096.VMV1
11:124308162-124498627	.123923944-124498628.m664.2_124308096-124498627.VMV1
11:12409294-12533712	.12409182-12533799.vcf.VMV1
11:1241848-1416034	.1241834-1872302.m6.1_1241848-1416051.VMV1
11:1416261-1472332	.1241834-1872302.m6.2_1416051-1472366.VMV1
11:1472375-1690555	.1241834-1872302.m6.3_1472366-1690570.VMV1
11:1690581-1872217	.1241834-1872302.m6.4_1690570-1872217.VMV1
11:124454204-124682891	.124454160-124682899.vcf.VMV1
11:124682271-124697855	.124682014-124697878.vcf.VMV1
11:124696664-124710340	.124696600-124710346.vcf.VMV1
11:124707480-124974194	.124707470-124974367.vcf.VMV1
11:124973591-125261358	.124973591-125261435.vcf.VMV1
11:125258488-125615794	.125258484-125986292.m676.1_125258488-125615794.VMV1
11:125489166-125881555	.125258484-125986292.m676.1_125489166-125881555.VMV1
11:125881622-125986277	.125258484-125986292.m676.2_125881599-125986277.VMV1
11:12532104-12565175	.12532085-12565319.vcf.VMV1
11:12564505-12639747	.12564358-12639796.vcf.VMV1
11:125985561-126315912	.125985544-126315938.vcf.VMV1
11:126309236-126370136	.126309216-126370248.vcf.VMV1
11:126370065-126434705	.126369860-126434777.vcf.VMV1
11:12638574-12907481	.12638523-12907533.vcf.VMV1
11:126432775-126442559	.126432751-126442576.vcf.VMV1
11:126438612-126775174	.126438565-126775224.vcf.VMV1
11:126774647-126895481	.126774526-126895502.vcf.VMV1
11:126894699-127031307	.126894695-127031477.vcf.VMV1
